Category_actor,Film_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Release_date_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Release_Q1_actor,Release_Q2_actor,Release_Q3_actor,Release_Q4_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Birthyear_actor,Age_actor,Age_[0-25]_actor,Age_[25-35]_actor,Age_[35-45]_actor,Age_[45-55]_actor,Age_[55-65]_actor,Age_[65-75] _actor,Age_[75+] _actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,MPAA_rating_actor,MPAA_G_actor,MPAA_PG_actor,MPAA_PG-13_actor,MPAA_R_actor,MPAA_NC-17_actor,Nowin_Criticschoice_actor,Win_Criticschoice_actor,Nonom_Criticschoice_actor,Nom_Criticschoice_actor,Nowin_SAG_acting_actor,Win_SAG_acting_actor,Nonom_SAG_acting_actor,Nom_SAG_acting_actor,Nowin_SAG_bestcast_actor,Win_SAG_bestcast_actor,Nonom_SAG_bestcast_actor,Nom_SAG_bestcast_actor,Female_actor,Category_director,Film_director,Nominee_director,Winner_director,Year_director,Rating_IMDB_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Oscarstat_totalnoms_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Nom_Oscar_bestfilm_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Genre_biography_director,Genre_crime_director,Genre_comedy_director,Genre_drama_director,Genre_horror_director,Genre_fantasy_director,Genre_sci-fi_director,Genre_mystery_director,Genre_music_director,Genre_romance_director,Genre_history_director,Genre_war_director,Genre_filmnoir_director,Genre_western_director,Genre_thriller_director,Genre_sport_director,Genre_family_director,Genre_action_director,Genre_adventure_director,MPAA_rating_director,MPAA_G_director,MPAA_PG_director,MPAA_PG-13_director,MPAA_R_director,MPAA_NC-17_director,Nowin_Criticschoice_director,Win_Criticschoice_director,Nonom_Criticschoice_director,Nom_Criticschoice_director,Category_film,Film_film,Nominee_film,Winner_film,Year_film,Rating_IMDB_film,Release_date_film,Rating_rtaudience_film,Rating_rtcritic_film,Oscarstat_totalnoms_film,Release_Q1_film,Release_Q2_film,Release_Q3_film,Release_Q4_film,Nom_Oscar_bestdirector_film,Nom_DGA_film,Nom_BAFTA_film,Win_DGA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Genre_action_film,Genre_biography_film,Genre_crime_film,Genre_comedy_film,Genre_drama_film,Genre_horror_film,Genre_fantasy_film,Genre_sci-fi_film,Genre_mystery_film,Genre_music_film,Genre_romance_film,Genre_history_film,Genre_war_film,Genre_filmnoir_film,Genre_thriller_film,Genre_adventure_film,Genre_family_film,Genre_sport_film,Genre_western_film,MPAA_rating_film,MPAA_G_film,MPAA_PG_film,MPAA_PG-13_film,MPAA_R_film,MPAA_NC-17_film,Nowin_Criticschoice_film,Win_Criticschoice_film,Nonom_Criticschoice_film,Nom_Criticschoice_film,Nowin_SAG_bestcast_film,Win_SAG_bestcast_film,Nonom_SAG_bestcast_film,Nom_SAG_bestcast_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film
Actor,Born on the Fourth of July,Tom Cruise,0,1990,7.2,1990-01-05,76.0,90.0,8,1,0,0,0,1,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1962.0,28.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Born on the Fourth of July,Oliver Stone,1,1990,7.2,1990-01-05,76,90,8,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Born on the Fourth of July,Born on the Fourth of July,0,1990,7.2,1990-01-05,76,90,8,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Actor,Dead Poets Society,Robin Williams,0,1990,8.0,1989-06-09,92.0,85.0,4,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,1,1951.0,39.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Dead Poets Society,Peter Weir,0,1990,8.0,1989-06-09,92,85,4,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Dead Poets Society,Dead Poets Society,0,1990,8.0,1989-06-09,92,85,4,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Actor,Dances with Wolves,Kevin Costner,0,1991,8.0,1990-11-21,87.0,82.0,0,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1955.0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Dances with Wolves,Kevin Costner,1,1991,8.0,1990-11-21,87,82,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,Picture,Dances with Wolves,Dances with Wolves,1,1991,8.0,1990-11-21,87,82,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Supporting Actor,Dances with Wolves,Graham Greene,0,1991,8.0,1990-11-21,87.0,82.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1904.0,87.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Dances with Wolves,Kevin Costner,1,1991,8.0,1990-11-21,87,82,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,Picture,Dances with Wolves,Dances with Wolves,1,1991,8.0,1990-11-21,87,82,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Supporting Actress,Dances with Wolves,Mary McDonnell,0,1991,8.0,1990-11-21,87.0,82.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1952.0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Dances with Wolves,Kevin Costner,1,1991,8.0,1990-11-21,87,82,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,Picture,Dances with Wolves,Dances with Wolves,1,1991,8.0,1990-11-21,87,82,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Supporting Actor,Goodfellas,Joe Pesci,1,1991,8.7,1990-09-21,97.0,97.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1943.0,48.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Goodfellas,Martin Scorsese,0,1991,8.7,1990-09-21,97,97,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Goodfellas,Goodfellas,0,1991,8.7,1990-09-21,97,97,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Supporting Actress,Goodfellas,Lorraine Bracco,0,1991,8.7,1990-09-21,97.0,97.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1954.0,37.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Goodfellas,Martin Scorsese,0,1991,8.7,1990-09-21,97,97,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Goodfellas,Goodfellas,0,1991,8.7,1990-09-21,97,97,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Supporting Actor,The Godfather Part III,Andy Garca,0,1991,7.6,1990-12-25,78.0,67.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Godfather Part III,Francis Ford Coppola,0,1991,7.6,1990-12-25,78,67,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Godfather Part III,The Godfather Part III,0,1991,7.6,1990-12-25,78,67,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Actor,The Silence of the Lambs,Anthony Hopkins,1,1992,8.6,1991-02-14,95.0,95.0,7,1,0,0,0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1937.0,55.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Silence of the Lambs,Jonathan Demme,1,1992,8.6,1991-02-14,95,95,7,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Silence of the Lambs,The Silence of the Lambs,1,1992,8.6,1991-02-14,95,95,7,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Actress,The Silence of the Lambs,Jodie Foster,1,1992,8.6,1991-02-14,95.0,95.0,7,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,2,1,1,1,1,1962.0,30.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Silence of the Lambs,Jonathan Demme,1,1992,8.6,1991-02-14,95,95,7,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Silence of the Lambs,The Silence of the Lambs,1,1992,8.6,1991-02-14,95,95,7,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Actor,Bugsy,Warren Beatty,0,1992,6.8,1991-12-20,69.0,85.0,10,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0,0,3,0,1,0,1,1937.0,55.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Bugsy,Barry Levinson,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Bugsy,Bugsy,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Supporting Actor,Bugsy,Harvey Keitel,0,1992,6.8,1991-12-20,69.0,85.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1939.0,53.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Bugsy,Barry Levinson,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Bugsy,Bugsy,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Supporting Actor,Bugsy,Ben Kingsley,0,1992,6.8,1991-12-20,69.0,85.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,1943.0,49.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Bugsy,Barry Levinson,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Bugsy,Bugsy,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Supporting Actor,JFK,Tommy Lee Jones,0,1992,8.0,1991-12-20,88.0,84.0,8,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1946.0,46.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,JFK,Oliver Stone,0,1992,8.0,1991-12-20,88,84,8,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,JFK,JFK,0,1992,8.0,1991-12-20,88,84,8,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,Scent of a Woman,Al Pacino,1,1993,8.0,1993-01-08,92.0,88.0,6,1,0,0,0,0,0,0.0,0.0,1.0,1.0,0,0,6,0,1,0,1,1940.0,53.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Scent of a Woman,Martin Brest,0,1993,8.0,1993-01-08,92,88,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Scent of a Woman,Scent of a Woman,0,1993,8.0,1993-01-08,92,88,6,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,Unforgiven,Clint Eastwood,0,1993,8.3,1992-08-07,93.0,95.0,9,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1930.0,63.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Unforgiven,Clint Eastwood,1,1993,8.3,1992-08-07,93,95,9,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Unforgiven,Unforgiven,1,1993,8.3,1992-08-07,93,95,9,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Supporting Actor,Unforgiven,Gene Hackman,1,1993,8.3,1992-08-07,93.0,95.0,9,0,0,1,0,1,1,0.0,0.0,0.0,0.0,1,1,4,1,1,1,1,1930.0,63.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Unforgiven,Clint Eastwood,1,1993,8.3,1992-08-07,93,95,9,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Unforgiven,Unforgiven,1,1993,8.3,1992-08-07,93,95,9,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,The Crying Game,Stephen Rea,0,1993,7.3,1993-02-19,78.0,97.0,6,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1946.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Crying Game,Neil Jordan,0,1993,7.3,1993-02-19,78,97,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Crying Game,The Crying Game,0,1993,7.3,1993-02-19,78,97,6,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Supporting Actor,The Crying Game,Jaye Davidson,0,1993,7.3,1993-02-19,78.0,97.0,6,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1968.0,25.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Crying Game,Neil Jordan,0,1993,7.3,1993-02-19,78,97,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Crying Game,The Crying Game,0,1993,7.3,1993-02-19,78,97,6,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Actress,Howards End,Emma Thompson,1,1993,7.5,1993-02-26,82.0,92.0,9,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1959.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Howards End,James Ivory,0,1993,7.5,1993-02-26,82,92,9,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Howards End,Howards End,0,1993,7.5,1993-02-26,82,92,9,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Supporting Actress,Howards End,Vanessa Redgrave,0,1993,7.5,1993-02-26,82.0,92.0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,1,1,1,1,1937.0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Howards End,James Ivory,0,1993,7.5,1993-02-26,82,92,9,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Howards End,Howards End,0,1993,7.5,1993-02-26,82,92,9,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,In the Name of the Father,Daniel Day-Lewis,0,1994,8.1,1994-02-25,95.0,94.0,7,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1957.0,37.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,In the Name of the Father,Jim Sheridan,0,1994,8.1,1994-02-25,95,94,7,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,In the Name of the Father,In the Name of the Father,0,1994,8.1,1994-02-25,95,94,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Supporting Actor,In the Name of the Father,Pete Postlethwaite,0,1994,8.1,1994-02-25,95.0,94.0,7,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1946.0,48.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,In the Name of the Father,Jim Sheridan,0,1994,8.1,1994-02-25,95,94,7,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,In the Name of the Father,In the Name of the Father,0,1994,8.1,1994-02-25,95,94,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Supporting Actress,In the Name of the Father,Emma Thompson,0,1994,8.1,1994-02-25,95.0,94.0,7,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,1959.0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,In the Name of the Father,Jim Sheridan,0,1994,8.1,1994-02-25,95,94,7,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,In the Name of the Father,In the Name of the Father,0,1994,8.1,1994-02-25,95,94,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,The Remains of the Day,Anthony Hopkins,0,1994,7.9,1993-11-19,89.0,97.0,8,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1937.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Remains of the Day,James Ivory,0,1994,7.9,1993-11-19,89,97,8,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,The Remains of the Day,The Remains of the Day,0,1994,7.9,1993-11-19,89,97,8,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
