Category_actor,Film_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Release_date_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Release_Q1_actor,Release_Q2_actor,Release_Q3_actor,Release_Q4_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Birthyear_actor,Age_actor,Age_[0-25]_actor,Age_[25-35]_actor,Age_[35-45]_actor,Age_[45-55]_actor,Age_[55-65]_actor,Age_[65-75] _actor,Age_[75+] _actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,MPAA_rating_actor,MPAA_G_actor,MPAA_PG_actor,MPAA_PG-13_actor,MPAA_R_actor,MPAA_NC-17_actor,Nowin_Criticschoice_actor,Win_Criticschoice_actor,Nonom_Criticschoice_actor,Nom_Criticschoice_actor,Nowin_SAG_acting_actor,Win_SAG_acting_actor,Nonom_SAG_acting_actor,Nom_SAG_acting_actor,Nowin_SAG_bestcast_actor,Win_SAG_bestcast_actor,Nonom_SAG_bestcast_actor,Nom_SAG_bestcast_actor,Female_actor,Category_director,Film_director,Nominee_director,Winner_director,Year_director,Rating_IMDB_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Oscarstat_totalnoms_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Nom_Oscar_bestfilm_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Genre_biography_director,Genre_crime_director,Genre_comedy_director,Genre_drama_director,Genre_horror_director,Genre_fantasy_director,Genre_sci-fi_director,Genre_mystery_director,Genre_music_director,Genre_romance_director,Genre_history_director,Genre_war_director,Genre_filmnoir_director,Genre_western_director,Genre_thriller_director,Genre_sport_director,Genre_family_director,Genre_action_director,Genre_adventure_director,MPAA_rating_director,MPAA_G_director,MPAA_PG_director,MPAA_PG-13_director,MPAA_R_director,MPAA_NC-17_director,Nowin_Criticschoice_director,Win_Criticschoice_director,Nonom_Criticschoice_director,Nom_Criticschoice_director,Category_film,Film_film,Nominee_film,Winner_film,Year_film,Rating_IMDB_film,Release_date_film,Rating_rtaudience_film,Rating_rtcritic_film,Oscarstat_totalnoms_film,Release_Q1_film,Release_Q2_film,Release_Q3_film,Release_Q4_film,Nom_Oscar_bestdirector_film,Nom_DGA_film,Nom_BAFTA_film,Win_DGA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Genre_action_film,Genre_biography_film,Genre_crime_film,Genre_comedy_film,Genre_drama_film,Genre_horror_film,Genre_fantasy_film,Genre_sci-fi_film,Genre_mystery_film,Genre_music_film,Genre_romance_film,Genre_history_film,Genre_war_film,Genre_filmnoir_film,Genre_thriller_film,Genre_adventure_film,Genre_family_film,Genre_sport_film,Genre_western_film,MPAA_rating_film,MPAA_G_film,MPAA_PG_film,MPAA_PG-13_film,MPAA_R_film,MPAA_NC-17_film,Nowin_Criticschoice_film,Win_Criticschoice_film,Nonom_Criticschoice_film,Nom_Criticschoice_film,Nowin_SAG_bestcast_film,Win_SAG_bestcast_film,Nonom_SAG_bestcast_film,Nom_SAG_bestcast_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film
Actress,The Remains of the Day,Emma Thompson,0,1994,7.9,1993-11-19,89.0,97.0,8,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1959.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Remains of the Day,James Ivory,0,1994,7.9,1993-11-19,89,97,8,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,The Remains of the Day,The Remains of the Day,0,1994,7.9,1993-11-19,89,97,8,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,Schindler's List,Liam Neeson,0,1994,8.9,1994-02-04,97.0,96.0,12,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1952.0,42.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Schindler's List,Steven Spielberg,1,1994,8.9,1994-02-04,97,96,12,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Schindler's List,Schindler's List,1,1994,8.9,1994-02-04,97,96,12,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Supporting Actor,Schindler's List,Ralph Fiennes,0,1994,8.9,1994-02-04,97.0,96.0,12,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1962.0,32.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Schindler's List,Steven Spielberg,1,1994,8.9,1994-02-04,97,96,12,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Schindler's List,Schindler's List,1,1994,8.9,1994-02-04,97,96,12,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Actress,The Piano,Holly Hunter,1,1994,7.6,1994-02-11,86.0,90.0,8,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,1,0,1,0,1,1958.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Piano,Jane Campion,0,1994,7.6,1994-02-11,86,90,8,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Piano,The Piano,0,1994,7.6,1994-02-11,86,90,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Supporting Actress,The Piano,Anna Paquin,1,1994,7.6,1994-02-11,86.0,90.0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1982.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Piano,Jane Campion,0,1994,7.6,1994-02-11,86,90,8,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,The Piano,The Piano,0,1994,7.6,1994-02-11,86,90,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Actor,Forrest Gump,Tom Hanks,1,1995,8.8,1994-07-06,95.0,72.0,13,0,0,1,0,1,0,0.0,0.0,1.0,1.0,0,0,2,1,1,1,1,1956.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,Director,Forrest Gump,Robert Zemeckis,1,1995,8.8,1994-07-06,95,72,13,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,Picture,Forrest Gump,Forrest Gump,1,1995,8.8,1994-07-06,95,72,13,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Supporting Actor,Forrest Gump,Gary Sinise,0,1995,8.8,1994-07-06,95.0,72.0,13,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1955.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,Director,Forrest Gump,Robert Zemeckis,1,1995,8.8,1994-07-06,95,72,13,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,Picture,Forrest Gump,Forrest Gump,1,1995,8.8,1994-07-06,95,72,13,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Actor,Pulp Fiction,John Travolta,0,1995,8.9,1994-10-14,96.0,94.0,7,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,1,1954.0,41.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,Director,Pulp Fiction,Quentin Tarantino,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Pulp Fiction,Pulp Fiction,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Supporting Actor,Pulp Fiction,Samuel L. Jackson,0,1995,8.9,1994-10-14,96.0,94.0,7,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1948.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,Director,Pulp Fiction,Quentin Tarantino,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Pulp Fiction,Pulp Fiction,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Supporting Actress,Pulp Fiction,Uma Thurman,0,1995,8.9,1994-10-14,96.0,94.0,7,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1970.0,25.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,Director,Pulp Fiction,Quentin Tarantino,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Pulp Fiction,Pulp Fiction,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Supporting Actor,Quiz Show,Paul Scofield,0,1995,7.5,1994-10-07,87.0,96.0,4,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1922.0,73.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,Director,Quiz Show,Robert Redford,0,1995,7.5,1994-10-07,87,96,4,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,Picture,Quiz Show,Quiz Show,0,1995,7.5,1994-10-07,87,96,4,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Supporting Actor,Babe,James Cromwell,0,1996,6.8,1995-08-04,67.0,97.0,7,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1940.0,56.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,Director,Babe,Chris Noonan,0,1996,6.8,1995-08-04,67,97,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,1,0,1,0,Picture,Babe,Babe,0,1996,6.8,1995-08-04,67,97,7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
Actor,Shine,Geoffrey Rush,1,1997,7.7,1997-02-14,90.0,91.0,7,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1951.0,46.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,Director,Shine,Scott Hicks,0,1997,7.7,1997-02-14,90,91,7,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,Picture,Shine,Shine,0,1997,7.7,1997-02-14,90,91,7,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actor,Shine,Armin Mueller-Stahl,0,1997,7.7,1997-02-14,90.0,91.0,7,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1930.0,67.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,Director,Shine,Scott Hicks,0,1997,7.7,1997-02-14,90,91,7,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,Picture,Shine,Shine,0,1997,7.7,1997-02-14,90,91,7,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Actor,The English Patient,Ralph Fiennes,0,1997,7.4,1996-12-06,83.0,84.0,12,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,1,1962.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,Director,The English Patient,Anthony Minghella,1,1997,7.4,1996-12-06,83,84,12,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,The English Patient,The English Patient,1,1997,7.4,1996-12-06,83,84,12,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
Actress,The English Patient,Kristin Scott Thomas,0,1997,7.4,1996-12-06,83.0,84.0,12,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1960.0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,Director,The English Patient,Anthony Minghella,1,1997,7.4,1996-12-06,83,84,12,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,The English Patient,The English Patient,1,1997,7.4,1996-12-06,83,84,12,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
Supporting Actress,The English Patient,Juliette Binoche,1,1997,7.4,1996-12-06,83.0,84.0,12,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1964.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,Director,The English Patient,Anthony Minghella,1,1997,7.4,1996-12-06,83,84,12,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,The English Patient,The English Patient,1,1997,7.4,1996-12-06,83,84,12,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
Actress,Fargo,Frances McDormand,1,1997,8.1,1996-04-05,93.0,94.0,7,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1957.0,40.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,Director,Fargo,Joel Coen,0,1997,8.1,1996-04-05,93,94,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Fargo,Fargo,0,1997,8.1,1996-04-05,93,94,7,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
Supporting Actor,Fargo,William H. Macy,0,1997,8.1,1996-04-05,93.0,94.0,7,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1950.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,Director,Fargo,Joel Coen,0,1997,8.1,1996-04-05,93,94,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Fargo,Fargo,0,1997,8.1,1996-04-05,93,94,7,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
Actress,Secrets and Lies,Brenda Blethyn,0,1997,8.0,1997-02-28,91.0,94.0,0,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1946.0,51.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,Director,Secrets and Lies,Mike Leigh,0,1997,8.0,1997-02-28,91,94,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Secrets and Lies,Secrets & Lies,0,1997,8.0,1997-02-28,91,94,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
Supporting Actress,Secrets and Lies,Marianne Jean-Baptiste,0,1997,8.0,1997-02-28,91.0,94.0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1967.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Director,Secrets and Lies,Mike Leigh,0,1997,8.0,1997-02-28,91,94,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Secrets and Lies,Secrets & Lies,0,1997,8.0,1997-02-28,91,94,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
Actor,Good Will Hunting,Matt Damon,0,1998,8.3,1998-01-09,94.0,97.0,8,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1970.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,Director,Good Will Hunting,Gus Van Sant,0,1998,8.3,1998-01-09,94,97,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Good Will Hunting,Good Will Hunting,0,1998,8.3,1998-01-09,94,97,8,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actor,Good Will Hunting,Robin Williams,1,1998,8.3,1998-01-09,94.0,97.0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0,1,0,1,1951.0,47.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,Director,Good Will Hunting,Gus Van Sant,0,1998,8.3,1998-01-09,94,97,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Good Will Hunting,Good Will Hunting,0,1998,8.3,1998-01-09,94,97,8,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actress,Good Will Hunting,Minnie Driver,0,1998,8.3,1998-01-09,94.0,97.0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1970.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,Director,Good Will Hunting,Gus Van Sant,0,1998,8.3,1998-01-09,94,97,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Good Will Hunting,Good Will Hunting,0,1998,8.3,1998-01-09,94,97,8,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Actress,Titanic,Kate Winslet,0,1998,7.7,1997-12-19,69.0,88.0,15,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,1,1975.0,23.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,Director,Titanic,James Cameron,1,1998,7.7,1997-12-19,69,88,15,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,Picture,Titanic,Titanic,1,1998,7.7,1997-12-19,69,88,15,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
Supporting Actress,Titanic,Gloria Stuart,0,1998,7.7,1997-12-19,69.0,88.0,15,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1910.0,88.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,Director,Titanic,James Cameron,1,1998,7.7,1997-12-19,69,88,15,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,Picture,Titanic,Titanic,1,1998,7.7,1997-12-19,69,88,15,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
